subscriber_id,customer_id,device_id,plan_id,msisdn_like,start_date,subscriber_status,home_region
SUB00001275,CUST00000411,DEV0000125,PLN017,5558540358,2020-12-10,Suspended,Southeast
SUB00001276,CUST00003087,DEV0000978,PLN006,5553916586,2024-02-10,Suspended,West
SUB00001277,CUST00003399,DEV0001620,PLN001,5552402072,2025-05-01,active ,West
SUB00001278,CUST00003028,DEV0001216,PLN013,5552774725,2022-07-17,Cancelled,Midwest
SUB00001279,CUST00001208,DEV0001606,PLN001,5551356559,2024-02-03,Active,Midwest
SUB00001280,CUST00001463,DEV0002251,PLN019,5554245765,2025-11-03,Active,Northeast
SUB00001281,CUST00004332,DEV0000162,PLN020,5555893228,2025-07-05,Active,Southwest
SUB00001282,CUST00003567,DEV0002392,PLN007,5556678649,2021-08-02,active ,Southeast
SUB00001283,CUST00002795,DEV0000511,PLN014,5559969062,2021-10-26,active ,Midwest
SUB00001284,CUST00000298,DEV0000446,PLN005,5554979068,2020-08-05,Active,Southwest
SUB00001285,CUST00003803,DEV0001148,PLN010,5554859004,2024-03-08,Active,Southwest
SUB00001286,CUST00000281,DEV0001180,PLN013,5559105688,2025-08-08,active ,Midwest
SUB00001287,CUST00001053,DEV0001966,PLN009,5553621626,2026-01-19,active ,Northeast
SUB00001288,CUST00001986,DEV0002299,PLN003,5557540686,2021-08-22,Active,West
SUB00001289,CUST00002259,DEV0002471,PLN012,5554157933,2023-04-23,Active,Southwest
SUB00001290,CUST00000999,DEV0002062,PLN007,5552209802,2021-11-25,Active,Southeast
SUB00001291,CUST00001621,DEV0002425,PLN003,5558393831,2026-04-28,Cancelled,Southwest
SUB00001292,CUST00003754,DEV0000791,PLN011,5553998354,2020-05-21,Active,Southeast
SUB00001293,CUST00001378,DEV0000217,PLN014,5551401368,2022-12-02,active ,Midwest
SUB00001294,CUST00000327,DEV0001806,PLN008,5553136950,2024-06-02,Suspended,Northeast
SUB00001295,CUST00002520,DEV0000746,PLN017,5551789899,2020-01-15,Cancelled,Midwest
SUB00001296,CUST00004405,DEV0001568,PLN006,5559063078,2021-06-22,Cancelled,Southeast
SUB00001297,CUST00002185,DEV0000438,PLN002,5554059817,2023-06-03,Active,Southwest
SUB00001298,CUST00001661,DEV0002342,PLN017,5557134837,2021-01-12,active ,Southeast
SUB00001299,CUST00001652,DEV0001230,PLN009,5556466707,2026-04-27,Suspended,Southwest
SUB00001300,CUST00001748,DEV0001256,PLN009,5555705553,2025-03-13,active ,Southwest
SUB00001301,CUST00002940,DEV0000943,PLN011,5556507053,2024-12-27,Active,West
SUB00001302,CUST00000434,DEV0001155,PLN006,5554195749,2023-08-11,Cancelled,Midwest
SUB00001303,CUST00001294,DEV0000416,PLN007,5557918638,2026-02-26,Cancelled,Southeast
SUB00001304,CUST00002543,DEV0001229,PLN004,5555626620,2022-03-16,Active,Midwest
SUB00001305,CUST00000827,DEV0002293,PLN014,5554859750,2023-05-02,Active,Southeast
SUB00001306,CUST00002478,DEV0000013,PLN005,5559512069,2026-03-27,Cancelled,Southeast
SUB00001307,CUST00003873,DEV0000784,PLN017,5557859332,2020-01-09,active ,Southeast
SUB00001308,CUST00003832,DEV0000856,PLN006,5551339800,2026-04-19,active ,Southwest
SUB00001309,CUST00003304,DEV0001252,PLN019,5557451729,2022-02-04,Active,Southwest
SUB00001310,CUST00001967,DEV0001865,PLN001,5551844441,2021-05-04,Cancelled,Southeast
SUB00001311,CUST00001000,DEV0000667,PLN015,5558698168,2022-10-16,active ,West
SUB00001312,CUST00003138,DEV0000941,PLN015,5557203295,2021-07-22,Active,Northeast
SUB00001313,CUST00003101,DEV0001238,PLN008,5553329043,2026-04-27,Cancelled,Midwest
SUB00001314,CUST00004243,DEV0000510,PLN015,5554407655,2021-12-15,Cancelled,Southeast
SUB00001315,CUST00002565,DEV0001355,PLN013,5553477560,2022-03-10,Active,Midwest
SUB00001316,CUST00001664,DEV0001621,PLN011,5557900043,2026-02-24,Cancelled,Northeast
SUB00001317,CUST00001772,DEV0002106,PLN003,5553673049,2025-03-06,Suspended,Midwest
SUB00001318,CUST00004415,DEV0000409,PLN004,5551732014,2022-10-07,Active,West
SUB00001319,CUST00004416,DEV0001956,PLN008,5551230655,2022-11-25,Suspended,Northeast
SUB00001320,CUST00000459,DEV0001468,PLN010,5559955349,2020-05-08,Active,Southeast
SUB00001321,CUST00004341,DEV0002088,PLN002,5555946582,2020-09-27,Suspended,Southwest
SUB00001322,CUST00002886,DEV0001335,PLN010,5551450689,2020-05-10,Active,Midwest
SUB00001323,CUST00003636,DEV0001696,PLN013,5553878430,2022-12-19,Cancelled,West
SUB00001324,CUST00003557,DEV0001983,PLN009,5559556574,2023-09-05,Suspended,Southwest
SUB00001325,CUST00002186,DEV0000416,PLN019,5553139080,2023-01-28,Cancelled,Midwest
SUB00001326,CUST00002118,DEV0001424,PLN016,5559350826,2021-11-22,Active,Midwest
SUB00001327,CUST00001926,DEV0001935,PLN017,5558535991,2020-01-28,Suspended,Southwest
SUB00001328,CUST00001254,DEV0000767,PLN008,5559565623,2023-05-18,Active,Northeast
SUB00001329,CUST00004377,DEV0002115,PLN015,5553533162,2023-08-24,Active,Southeast
SUB00001330,CUST00002358,DEV0002231,PLN003,5551288418,2025-02-10,Cancelled,Southeast
SUB00001331,CUST00002724,DEV0002406,PLN020,5551398869,2025-10-09,Active,Southwest
SUB00001332,CUST00002003,DEV0001085,PLN010,5558436164,2026-04-16,Cancelled,West
SUB00001333,CUST00001300,DEV0001203,PLN019,5554711927,2024-11-23,Suspended,Northeast
SUB00001334,CUST00000951,DEV0002422,PLN019,5559234613,2023-08-29,Suspended,Northeast
SUB00001335,CUST00003515,DEV0000788,PLN002,5554188123,2022-01-02,active ,Northeast
SUB00001336,CUST00001920,DEV0000248,PLN012,5552550057,2020-02-22,Active,Southeast
SUB00001337,CUST00002064,DEV0000637,PLN016,5554175093,2023-04-29,Cancelled,Southwest
SUB00001338,CUST00000551,DEV0000333,PLN010,5556117154,2022-10-12,Active,Northeast
SUB00001339,CUST00004173,DEV0000064,PLN018,5557594126,2022-11-05,Active,Southwest
SUB00001340,CUST00003749,DEV0000588,PLN020,5553691753,2020-01-20,Active,Midwest
SUB00001341,CUST00001897,DEV0001178,PLN004,5559507389,2021-12-03,Suspended,Midwest
SUB00001342,CUST00001751,DEV0001566,PLN016,5555920126,2020-08-27,Cancelled,Northeast
SUB00001343,CUST00002545,DEV0001661,PLN018,5557859473,2022-01-01,Active,West
SUB00001344,CUST00001575,DEV0001623,PLN005,5557765086,2025-11-12,Active,Southeast
SUB00001345,CUST00003229,DEV0002365,PLN002,5552170579,2025-03-10,Cancelled,Southeast
SUB00001346,CUST00004281,DEV0000072,PLN020,5559534435,2021-10-30,Active,Northeast
SUB00001347,CUST00002772,DEV0000844,PLN013,5559385502,2025-04-29,Active,West
SUB00001348,CUST00003338,DEV0001388,PLN012,5556648337,2025-07-06,Cancelled,Midwest
SUB00001349,CUST00000162,DEV0000112,PLN001,5554347718,2021-02-06,active ,Southeast
SUB00001350,CUST00000367,DEV0001407,PLN001,5554030373,2020-07-02,Active,Southeast
SUB00001351,CUST00004347,DEV0000601,PLN002,5553065852,2021-03-17,Suspended,Midwest
SUB00001352,CUST00002305,DEV0000881,PLN002,5559425139,2024-02-12,Suspended,Southwest
SUB00001353,CUST00002646,DEV0000899,PLN002,5556848742,2023-08-10,Suspended,Midwest
SUB00001354,CUST00003321,DEV0001418,PLN014,5554611333,2021-03-25,Active,West
SUB00001355,CUST00000348,DEV0000492,PLN001,5554589997,2020-05-27,Suspended,Southeast
SUB00001356,CUST00003673,DEV0001959,PLN010,5557221488,2020-04-18,Active,West
SUB00001357,CUST00001951,DEV0001096,PLN003,5557808499,2024-01-20,Active,Midwest
SUB00001358,CUST00001591,DEV0002327,PLN002,5557507211,2020-03-21,Suspended,Southeast
SUB00001359,CUST00003745,DEV0002477,PLN004,5559375960,2024-03-31,Suspended,Southwest
SUB00001360,CUST00004245,DEV0000454,PLN010,5559779368,2024-06-22,Active,Northeast
SUB00001361,CUST00000517,DEV0000107,PLN007,5552214246,2025-10-23,Cancelled,Southeast
SUB00001362,CUST00002337,DEV0001213,PLN018,5554922666,2020-03-21,Cancelled,Northeast
SUB00001363,CUST00002682,DEV0001265,PLN015,5552401718,2026-02-28,active ,West
SUB00001364,CUST00000290,DEV0002491,PLN002,5555176489,2020-12-11,active ,Northeast
SUB00001365,CUST00004204,DEV0002362,PLN008,5556707989,2022-01-08,Active,Midwest
SUB00001366,CUST00000925,DEV0002063,PLN001,5552195739,2021-06-02,Active,Southwest
SUB00001367,CUST00004077,DEV0001631,PLN006,5555723307,2021-02-08,Suspended,Northeast
SUB00001368,CUST00002762,DEV0002222,PLN019,5552967370,2020-11-21,Cancelled,Midwest
SUB00001369,CUST00001691,DEV0000297,PLN004,5552540878,2022-11-01,Active,Southeast
SUB00001370,CUST00004487,DEV0000490,PLN015,5552804818,2022-09-21,active ,Southwest
SUB00001371,CUST00001616,DEV0001528,PLN017,5553490150,2022-11-07,Active,Southeast
SUB00001372,CUST00002789,DEV0001982,PLN010,5554792750,2025-08-20,active ,West
SUB00001373,CUST00000866,DEV0002109,PLN020,5555475679,2022-05-19,active ,Midwest
SUB00001374,CUST00003337,DEV0001549,PLN015,5553660655,2025-03-11,Active,Midwest
SUB00001375,CUST00000159,DEV0002242,PLN011,5556979404,2025-03-31,Active,West
SUB00001376,CUST00003012,DEV0001068,PLN009,5558749381,2022-03-23,Active,Southwest
SUB00001377,CUST00000551,DEV0001460,PLN014,5551616116,2024-04-11,Active,Northeast
SUB00001378,CUST00001155,DEV0000807,PLN015,5555731489,2026-01-31,active ,Midwest
SUB00001379,CUST00003691,DEV0000592,PLN007,5559602738,2023-08-06,Suspended,Southwest
SUB00001380,CUST00002196,DEV0001786,PLN011,5558516860,2020-03-13,Active,Southeast
SUB00001381,CUST00000983,DEV0002363,PLN010,5554029733,2024-03-18,Suspended,Southeast
SUB00001382,CUST00001910,DEV0001546,PLN014,5553395505,2025-10-20,Active,Northeast
SUB00001383,CUST00001263,DEV0000999,PLN014,5553574176,2022-03-03,Suspended,Southwest
SUB00001384,CUST00001179,DEV0000102,PLN017,5557007549,2024-10-31,Active,Northeast
SUB00001385,CUST00000883,DEV0001402,PLN020,5556241464,2021-11-12,active ,Southeast
SUB00001386,CUST00002299,DEV0001861,PLN002,5557940524,2020-01-04,active ,Southeast
SUB00001387,CUST00001175,DEV0000042,PLN010,5552473262,2020-08-06,active ,West
SUB00001388,CUST00000502,DEV0000400,PLN002,5553273902,2022-09-30,active ,Midwest
SUB00001389,CUST00002600,DEV0002060,PLN004,5556138217,2024-07-01,Cancelled,Southwest
SUB00001390,CUST00000498,DEV0000556,PLN017,5552461480,2020-06-16,Suspended,Midwest
SUB00001391,CUST00003103,DEV0001457,PLN009,5559870689,2021-12-06,Active,Southwest
SUB00001392,CUST00002390,DEV0000474,PLN004,5551676914,2023-04-21,active ,West
SUB00001393,CUST00003615,DEV0000263,PLN017,5552343348,2024-06-15,Suspended,Midwest
SUB00001394,CUST00001958,DEV0000955,PLN013,5556629156,2024-05-12,Active,West
SUB00001395,CUST00001345,DEV0001739,PLN012,5558727967,2021-01-05,active ,Northeast
SUB00001396,CUST00002586,DEV0000376,PLN020,5557230090,2020-01-06,active ,Southwest
SUB00001397,CUST00003351,DEV0001724,PLN018,5555983425,2023-02-24,Cancelled,Northeast
SUB00001398,CUST00001396,DEV0000939,PLN008,5556543027,2026-04-07,active ,Midwest
SUB00001399,CUST00000935,DEV0001904,PLN010,5555329711,2024-11-13,Active,Northeast
SUB00001400,CUST00002154,DEV0000643,PLN007,5557381246,2020-07-15,Suspended,Southwest
SUB00001401,CUST00002652,DEV0000739,PLN014,5559390257,2021-09-23,Active,Southwest
SUB00001402,CUST00001335,DEV0000239,PLN015,5559479592,2025-08-27,Active,Midwest
SUB00001403,CUST00001411,DEV0000549,PLN002,5551436121,2025-09-06,Active,Northeast
SUB00001404,CUST00003808,DEV0001492,PLN010,5557452508,2021-09-25,Suspended,West
SUB00001405,CUST00002756,DEV0002343,PLN016,5552422306,2026-01-28,Active,Northeast
SUB00001406,CUST00000567,DEV0000883,PLN001,5554975304,2025-10-29,Suspended,Northeast
SUB00001407,CUST00000230,DEV0001992,PLN005,5557322629,2024-05-07,Active,West
SUB00001408,CUST00002767,DEV0001726,PLN002,5559668718,2022-11-29,Suspended,Southwest
SUB00001409,CUST00001147,DEV0001021,PLN005,5557417296,2022-10-05,Active,Midwest
SUB00001410,CUST00003676,DEV0000045,PLN004,5557064566,2022-09-03,Active,Northeast
SUB00001411,CUST00000927,DEV0000570,PLN012,5555000788,2024-07-20,Active,Southeast
SUB00001412,CUST00004486,DEV0000563,PLN014,5556793408,2026-02-12,Active,Midwest
SUB00001413,CUST00002085,DEV0000955,PLN004,5552219082,2024-02-16,Active,Northeast
SUB00001414,CUST00001675,DEV0000478,PLN013,5552420473,2021-06-10,Cancelled,Southwest
SUB00001415,CUST00001749,DEV0001160,PLN013,5555537799,2025-03-02,Cancelled,Midwest
SUB00001416,CUST00002888,DEV0001849,PLN003,5554321823,2023-09-29,Suspended,Southeast
SUB00001417,CUST00002923,DEV0002460,PLN001,5552491936,2025-07-29,Active,Midwest
SUB00001418,CUST00000528,DEV0001941,PLN008,5557332862,2023-06-14,Cancelled,Northeast
SUB00001419,CUST00004034,DEV0000167,PLN009,5558069023,2024-11-13,Suspended,Northeast
SUB00001420,CUST00001606,DEV0000869,PLN004,5553231465,2023-06-27,Active,Northeast
SUB00001421,CUST00002171,DEV0002071,PLN008,5555996780,2024-04-04,Active,West
SUB00001422,CUST00004299,DEV0001211,PLN012,5553849341,2021-07-04,Cancelled,Northeast
SUB00001423,CUST00004429,DEV0001364,PLN016,5554380619,2025-08-03,Active,Southeast
SUB00001424,CUST00002056,DEV0002296,PLN011,5559001281,2024-12-09,Active,West
SUB00001425,CUST00001014,DEV0001979,PLN001,5559533841,2023-07-06,Suspended,Northeast
SUB00001426,CUST00003009,DEV0001145,PLN019,5557902920,2020-05-16,active ,Southeast
SUB00001427,CUST00002020,DEV0002270,PLN018,5557742503,2024-06-28,Suspended,Midwest
SUB00001428,CUST00003641,DEV0001330,PLN004,5558140140,2021-05-30,Suspended,Midwest
SUB00001429,CUST00004292,DEV0000382,PLN006,5553730153,2026-03-06,Cancelled,Midwest
SUB00001430,CUST00002932,DEV0000564,PLN007,5557846908,2026-04-17,Suspended,West
SUB00001431,CUST00004218,DEV0000039,PLN017,5552051526,2023-12-20,active ,Northeast
SUB00001432,CUST00002161,DEV0002313,PLN020,5551686225,2020-02-06,Active,Southeast
SUB00001433,CUST00004352,DEV0001670,PLN009,5552481196,2025-02-26,active ,Midwest
SUB00001434,CUST00001142,DEV0000056,PLN012,5558065366,2024-08-28,Active,Southwest
SUB00001435,CUST00003721,DEV0000457,PLN012,5557814218,2024-06-18,Suspended,Southwest
SUB00001436,CUST00000284,DEV0002487,PLN006,5558259255,2021-11-04,Active,Southeast
SUB00001437,CUST00003597,DEV0000645,PLN007,5553473402,2024-01-23,active ,West
SUB00001438,CUST00002277,DEV0002465,PLN012,5559441048,2025-08-04,Suspended,Midwest
SUB00001439,CUST00004228,DEV0000815,PLN015,5554761745,2022-07-27,Active,Southwest
SUB00001440,CUST00003012,DEV0000942,PLN006,5559658507,2021-08-21,Active,Southwest
SUB00001441,CUST00002622,DEV0001775,PLN016,5551931725,2024-08-18,active ,Northeast
SUB00001442,CUST00003174,DEV0001456,PLN019,5553686781,2020-01-13,Cancelled,Southwest
SUB00001443,CUST00001551,DEV0001211,PLN009,5556615719,2021-03-03,active ,Southwest
SUB00001444,CUST00000124,DEV0002029,PLN019,5557661796,2021-02-18,active ,Southwest
SUB00001445,CUST00001356,DEV0001604,PLN004,5554979395,2023-01-06,active ,West
SUB00001446,CUST00003194,DEV0001467,PLN018,5552632272,2021-09-23,Cancelled,Southwest
SUB00001447,CUST00002143,DEV0000915,PLN018,5558477639,2025-11-25,Cancelled,West
SUB00001448,CUST00000980,DEV0000640,PLN011,5557176104,2024-07-19,Active,Midwest
SUB00001449,CUST00002310,DEV0000789,PLN005,5557743839,2024-03-13,active ,Southwest
SUB00001450,CUST00000936,DEV0001698,PLN009,5558257173,2020-01-22,Active,Northeast
SUB00001451,CUST00000096,DEV0001797,PLN001,5551218124,2025-05-17,Suspended,West
SUB00001452,CUST00003544,DEV0000270,PLN001,5557167405,2024-06-15,Suspended,Midwest
SUB00001453,CUST00002544,DEV0000590,PLN018,5553255016,2020-01-12,Suspended,Southeast
SUB00001454,CUST00000539,DEV_BAD,PLN009,5553897448,2021-11-21,Cancelled,West
SUB00001455,CUST00002366,DEV0000065,PLN016,5554269831,2021-02-17,Suspended,Midwest
SUB00001456,CUST00000265,DEV0002082,PLN013,5554659354,2021-12-17,Active,Southwest
SUB00001457,CUST00000895,DEV0000878,PLN003,5559672673,2023-09-09,Active,West
SUB00001458,CUST00001229,DEV0001175,PLN011,5558539434,2025-08-27,Active,Southeast
SUB00001459,CUST00000569,DEV0000574,PLN007,5555845080,2021-06-28,Active,Northeast
SUB00001460,CUST00002342,DEV0000241,PLN007,5558667291,2025-02-03,active ,West
SUB00001461,CUST00000288,DEV0002485,PLN014,5557659780,2020-04-07,Suspended,Southwest
SUB00001462,CUST00001593,DEV0001033,PLN019,5551485369,2024-09-30,Active,Midwest
SUB00001463,CUST00000305,DEV0001685,PLN011,5553680348,2021-01-03,Active,Midwest
SUB00001464,CUST00000144,DEV0001457,PLN017,5555964286,2025-01-14,Active,Northeast
SUB00001465,CUST00001307,DEV0001690,PLN009,5551424403,2026-01-26,Suspended,West
SUB00001466,CUST00000548,DEV0000706,PLN014,5557364842,2025-06-27,Suspended,Southeast
SUB00001467,CUST00004004,DEV0000289,PLN008,5555547053,2021-10-19,Active,Southeast
SUB00001468,CUST00004453,DEV0000386,PLN004,5551004145,2022-09-08,Active,Southeast
SUB00001469,CUST00002052,DEV_BAD,PLN016,5551781270,2020-05-29,Active,Northeast
SUB00001470,CUST00001310,DEV0000038,PLN007,5552385310,2023-05-10,active ,West
SUB00001471,CUST00002444,DEV0002158,PLN005,5554109380,2022-09-12,Active,Southwest
SUB00001472,CUST00003067,DEV0001768,PLN010,5554250421,2022-09-05,Suspended,Southwest
SUB00001473,CUST00004310,DEV0000217,PLN009,5555034503,2026-01-04,Suspended,Southeast
SUB00001474,CUST00002985,DEV0001609,PLN001,5556850808,2022-02-24,Active,Southwest
SUB00001475,CUST00000610,DEV0002312,PLN006,5551739481,2023-03-15,Active,Southeast
SUB00001476,CUST00002782,DEV0000869,PLN003,5555798234,2024-10-09,Active,Southeast
SUB00001477,CUST00000505,DEV0001440,PLN019,5558606594,2022-05-14,active ,West
SUB00001478,CUST00001135,DEV0001463,PLN018,5558309399,2026-01-23,Active,West
SUB00001479,CUST00000771,DEV0000925,PLN011,5552754828,2022-12-29,active ,Southeast
SUB00001480,CUST00003939,DEV0000459,PLN013,5558353982,2025-03-27,active ,Northeast
SUB00001481,CUST00003842,DEV0001078,PLN018,5552052703,2024-01-25,Suspended,Midwest
SUB00001482,CUST00000234,DEV0000994,PLN012,5551350066,2025-08-03,Active,West
SUB00001483,CUST00001047,DEV0000761,PLN009,5557026855,2021-02-07,active ,Southwest
SUB00001484,CUST00002958,DEV0002035,PLN013,5555943354,2022-05-29,Cancelled,Southwest
SUB00001485,CUST00004248,DEV0001428,PLN006,5558729424,2024-12-18,Active,Midwest
SUB00001486,CUST00001274,DEV0000989,PLN012,5552876130,2024-05-29,Active,Midwest
SUB00001487,CUST00004131,DEV0001537,PLN002,5557269892,2025-10-31,Cancelled,Southeast
SUB00001488,CUST00000564,DEV0001285,PLN004,5553040949,2022-05-23,Active,Southeast
SUB00001489,CUST00003601,DEV0001624,PLN008,5557141700,2023-11-07,Active,Southwest
SUB00001490,CUST00002123,DEV0000881,PLN002,5553924497,2025-12-14,Active,Southwest
SUB00001491,CUST00002839,DEV0001602,PLN002,5551171786,2021-10-29,Active,Midwest
SUB00001492,CUST00004288,DEV0000975,PLN001,5554195852,2022-02-21,active ,Southeast
SUB00001493,CUST00001514,DEV0000716,PLN019,5552379448,2023-04-09,Cancelled,Northeast
SUB00001494,CUST00001344,DEV0001457,PLN009,5557995715,2024-07-24,active ,West
SUB00001495,CUST00001220,DEV0002296,PLN018,5559176421,2023-12-01,Suspended,West
SUB00001496,CUST00002627,DEV0002201,PLN015,5559475115,2022-03-09,Active,West
SUB00001497,CUST00000036,DEV0001197,PLN007,5553971535,2024-07-26,Cancelled,Northeast
SUB00001498,CUST00000152,DEV0000430,PLN020,5551890222,2023-12-10,Active,Southeast
SUB00001499,CUST00001210,DEV0001163,PLN001,5557584691,2024-01-08,Suspended,Southeast
SUB00001500,CUST00001691,DEV0000366,PLN002,5555100694,2022-03-12,active ,Southeast
SUB00001501,CUST00002911,DEV0000462,PLN003,5558178665,2023-06-03,Cancelled,Midwest
SUB00001502,CUST00003870,DEV0000190,PLN003,5558928509,2020-08-17,Active,Midwest
SUB00001503,CUST00002171,DEV0000120,PLN006,5559922612,2020-09-16,Active,West
SUB00001504,CUST00001634,DEV0000070,PLN015,5554725628,2020-08-03,Cancelled,Southeast
SUB00001505,CUST00001110,DEV0000270,PLN010,5558280783,2021-07-28,Cancelled,West
SUB00001506,CUST00003645,DEV0000401,PLN007,5552642514,2025-07-21,Cancelled,Northeast
SUB00001507,CUST00002153,DEV0001355,PLN002,5559812578,2025-04-04,Suspended,Midwest
SUB00001508,CUST00003185,DEV0000989,PLN001,5559299568,2022-09-08,active ,Midwest
SUB00001509,CUST00001320,DEV0001116,PLN007,5556242180,2021-07-14,Suspended,West
SUB00001510,CUST00002022,DEV0002257,PLN017,5557842053,2025-10-14,Suspended,Southwest
SUB00001511,CUST00004224,DEV0000107,PLN001,5554893553,2025-05-16,Cancelled,Northeast
SUB00001512,CUST00001140,DEV0001004,PLN015,5558852266,2021-11-30,Suspended,Southwest
SUB00001513,CUST00002172,DEV0001950,PLN005,5552133267,2026-04-11,active ,Northeast
SUB00001514,CUST00000515,DEV0001111,PLN010,5552692468,2025-02-09,Active,Southwest
SUB00001515,CUST00000357,DEV0001551,PLN007,5553106385,2022-01-25,active ,Southwest
SUB00001516,CUST00002263,DEV0002487,PLN010,5555720254,2023-05-10,Active,West
SUB00001517,CUST00003657,DEV0000025,PLN010,5559046027,2026-02-20,Suspended,Southeast
SUB00001518,CUST00001980,DEV0001615,PLN009,5555190288,2025-11-21,Active,West
SUB00001519,CUST00002663,DEV0000248,PLN001,5559170970,2023-01-21,Cancelled,Southeast
SUB00001520,CUST00003290,DEV0000037,PLN015,5554763259,2022-07-24,Active,Midwest
SUB00001521,CUST00004493,DEV0000035,PLN010,5553245467,2025-01-09,Active,West
SUB00001522,CUST00000289,DEV0001214,PLN015,5555603467,2023-01-06,Cancelled,Midwest
SUB00001523,CUST00004138,DEV0000975,PLN020,5557784482,2024-08-02,active ,Southeast
SUB00001524,CUST00003496,DEV0000093,PLN020,5558935778,2023-02-18,active ,Midwest
SUB00001525,CUST00001116,DEV0001575,PLN004,5558724407,2026-03-14,Active,Southwest
SUB00001526,CUST00002808,DEV0000204,PLN006,5555199944,2025-03-01,Suspended,Midwest
SUB00001527,CUST00000409,DEV0001477,PLN006,5558334714,2024-11-20,Suspended,West
SUB00001528,CUST00002099,DEV0000949,PLN016,5557731039,2022-08-13,Active,West
SUB00001529,CUST00001219,DEV0002096,PLN006,5554034575,2021-04-15,Suspended,Northeast
SUB00001530,CUST00001055,DEV0001426,PLN013,5557942689,2023-11-15,Active,Midwest
SUB00001531,CUST00003475,DEV0000773,PLN007,5555431496,2025-07-23,Suspended,Southeast
SUB00001532,CUST00004386,DEV0000767,PLN003,5554055524,2021-02-18,Active,Southeast
SUB00001533,CUST00002355,DEV0001747,PLN006,5552662789,2025-10-16,active ,Northeast
SUB00001534,CUST00000875,DEV0001069,PLN004,5554201306,2021-09-27,Active,Southeast
SUB00001535,CUST00003975,DEV0002212,PLN012,5552641363,2025-01-22,Active,Northeast
SUB00001536,CUST00001010,DEV0001551,PLN008,5553857754,2020-10-04,Cancelled,Northeast
SUB00001537,CUST00004313,DEV0000091,PLN014,5553769953,2025-06-18,active ,West
SUB00001538,CUST00000167,DEV0001872,PLN007,5555648845,2025-09-17,Suspended,Southwest
SUB00001539,CUST00003439,DEV0002119,PLN004,5554378145,2020-11-02,Cancelled,Northeast
SUB00001540,CUST00003567,DEV0000762,PLN015,5556250048,2026-04-29,Suspended,Southeast
SUB00001541,CUST00000138,DEV0000210,PLN005,5551733626,2022-03-04,Active,Southeast
SUB00001542,CUST00001352,DEV0002430,PLN002,5556968480,2024-03-28,Suspended,Southwest
SUB00001543,CUST00003487,DEV0001511,PLN006,5557920755,2020-11-14,Active,Midwest
SUB00001544,CUST00003081,DEV0000619,PLN011,5552759010,2026-04-02,Cancelled,Midwest
SUB00001545,CUST00004479,DEV0000370,PLN018,5556739333,2022-05-01,Cancelled,Southwest
SUB00001546,CUST00002522,DEV0001994,PLN007,5557933352,2020-12-18,Suspended,Southeast
SUB00001547,CUST00002982,DEV0000009,PLN016,5553350207,2026-02-01,active ,Northeast
SUB00001548,CUST00001559,DEV0000015,PLN016,5558592888,2020-07-13,Active,Northeast
SUB00001549,CUST00002248,DEV0000196,PLN007,5556038844,2024-11-01,Active,Southeast
SUB00001550,CUST00003804,DEV0000998,PLN015,5557115687,2020-09-29,Active,Southeast
SUB00001551,CUST00002015,DEV0000792,PLN014,5551095544,2020-12-01,Suspended,Southeast
SUB00001552,CUST00004242,DEV0002499,PLN011,5556959455,2022-03-18,Suspended,Northeast
SUB00001553,CUST00000890,DEV0001184,PLN003,5556783801,2022-07-07,active ,Midwest
SUB00001554,CUST00001525,DEV0000785,PLN019,5553825104,2024-07-08,Active,Northeast
SUB00001555,CUST00003685,DEV0002106,PLN009,5558479917,2022-02-13,Cancelled,Southeast
SUB00001556,CUST00004056,DEV0001325,PLN019,5558710675,2025-08-04,active ,Southwest
SUB00001557,CUST00001862,DEV0001103,PLN001,5554326745,2024-11-16,active ,Southeast
SUB00001558,CUST00002852,DEV0001107,PLN012,5556115983,2025-01-30,Active,Southeast
SUB00001559,CUST00002273,DEV0001368,PLN009,5551543493,2022-04-17,Active,West
SUB00001560,CUST00003566,DEV0000908,PLN007,5554914445,2022-05-31,active ,Southwest
SUB00001561,CUST00000033,DEV0000208,PLN009,5552933620,2024-09-21,active ,Midwest
SUB00001562,CUST00002274,DEV0000828,PLN010,5559816025,2021-06-22,Active,Southeast
SUB00001563,CUST00004336,DEV0001000,PLN001,5557175231,2020-11-24,Suspended,Northeast
SUB00001564,CUST00000055,DEV0000641,PLN010,5556086430,2024-09-12,Suspended,Northeast
SUB00001565,CUST00002588,DEV_BAD,PLN008,5553006205,2020-01-14,active ,Southeast
SUB00001566,CUST00001054,DEV0000474,PLN002,5559296200,2023-11-04,Active,Midwest
SUB00001567,CUST00003571,DEV0000865,PLN016,5557858521,2022-09-24,Active,Southeast
SUB00001568,CUST00003030,DEV0002434,PLN006,5554993989,2023-06-04,Suspended,West
SUB00001569,CUST00000521,DEV0001575,PLN003,5553835855,2025-01-28,Cancelled,Northeast
SUB00001570,CUST00000210,DEV0001366,PLN010,5554453739,2024-03-29,active ,West
SUB00001571,CUST00003534,DEV0001752,PLN001,5557321956,2023-06-19,active ,Southwest
SUB00001572,CUST00001441,DEV0000428,PLN009,5556661674,2023-02-01,Suspended,Southeast
SUB00001573,CUST00000466,DEV0001193,PLN008,5556804715,2021-12-02,Active,West
SUB00001574,CUST00003406,DEV0001892,PLN008,5553876936,2025-09-03,active ,Northeast
