provider_id,provider_name,facility_id,department_id,specialty,npi_like_id,hire_date,employment_status,effective_start_date,record_source,effective_end_date,is_current,provider_sk
PRV000116,Dr. Casey Lee 116,FAC001,DEP0010,Radiology,8632564332,2015-08-17,Leave,2015-08-17,provider_master,9999-12-31,True,43a9cd6fa98341f6a5c9
PRV000117,Dr. Jordan Garcia 117,FAC005,DEP0059,Orthopedic Surgery,3137346567,2023-02-24,Active,2023-02-24,provider_master,9999-12-31,True,285c34c3a7197c9ba4ff
PRV000118,Dr. Avery Garcia 118,FAC005,DEP0059,Emergency Medicine,9122713240,2018-03-28,Active,2018-03-28,provider_master,9999-12-31,True,0aaa507d6720d516cb30
PRV000119,Dr. Avery Brown 119,FAC003,DEP0030,Internal Medicine,3576756929,2021-02-02,Active,2021-02-02,provider_master,9999-12-31,True,18add4194f4b018c3728
PRV000120,Dr. Riley Lee 120,FAC001,DEP0008,Radiology,2485786237,2022-10-02,Leave,2022-10-02,provider_master,9999-12-31,True,6e9a2af694106a58b334
PRV000121,Dr. Taylor Kim 121,FAC004,DEP0037,Radiology,4782497915,2016-09-12,Active,2016-09-12,provider_master,9999-12-31,True,6cab0c0b42f6c7af84d4
PRV000122,Dr. Taylor Lee 122,FAC005,DEP0053,Pediatrics,1352714602,2021-05-23,Active,2021-05-23,provider_master,9999-12-31,True,d86c61c126bad606585d
PRV000123,Dr. Riley Brown 123,FAC005,DEP0051,Orthopedic Surgery,6584247510,2025-10-18,Active,2025-10-18,provider_master,9999-12-31,True,95f2ef60173f9591ca3c
PRV000124,Dr. Jordan Smith 124,FAC003,DEP0029,Oncology,7342834776,2017-05-26,Active,2017-05-26,provider_master,2026-03-08,False,2472a0a634d5381228f0
PRV000124,Dr. Jordan Smith 124,FAC003,DEP0029,Emergency Medicine,7342834776,2017-05-26,Leave,2026-03-08,status_change,9999-12-31,True,af62dc62b8c07606dc34
PRV000125,Dr. Riley Lee 125,FAC004,DEP0043,Oncology,6265017604,2023-09-13,Active,2023-09-13,provider_master,2026-05-23,False,9d0bb2e98165dec7f3a7
PRV000125,Dr. Riley Lee 125,FAC004,DEP0043,General Surgery,6265017604,2023-09-13,Active,2026-05-23,department_transfer,9999-12-31,True,bff9e0626c5863277664
PRV000126,Dr. Riley Patel 126,FAC003,DEP0025,Oncology,9934731666,2020-02-28,Active,2020-02-28,provider_master,9999-12-31,True,8c66a2a08737d52a77ba
PRV000127,Dr. Riley Garcia 127,FAC003,DEP0035,Orthopedic Surgery,3828571671,2014-11-21,Active,2014-11-21,provider_master,9999-12-31,True,9510d845b961ac4e8d8f
PRV000128,Dr. Morgan Kim 128,FAC005,DEP0058,Emergency Medicine,7652731471,2025-04-13,Active,2025-04-13,provider_master,2026-05-27,False,166cbd78315af64b69df
PRV000128,Dr. Morgan Kim 128,FAC005,DEP0058,Oncology,7652731471,2025-04-13,Leave,2026-05-27,status_change,9999-12-31,True,3828506c8c20aeb7f322
PRV000129,Dr. Taylor Brown 129,FAC006,DEP0069,Oncology,7995147016,2013-10-05,Active,2013-10-05,provider_master,2026-05-06,False,0858bad508dc573e2286
PRV000129,Dr. Taylor Brown 129,FAC006,DEP0069,Orthopedic Surgery,7995147016,2013-10-05,Terminated,2026-05-06,credential_update,9999-12-31,True,c3a33f3516b8df50a248
PRV000130,Dr. Avery Smith 130,FAC004,DEP0043,Emergency Medicine,7180093884,2012-12-21,Active,2012-12-21,provider_master,2026-04-24,False,753110f8f4ec39d27f99
PRV000130,Dr. Avery Smith 130,FAC004,DEP0043,Critical Care,7180093884,2012-12-21,Terminated,2026-04-24,status_change,9999-12-31,True,6d29f8aaad8d78f27fe8
PRV000131,Dr. Casey Kim 131,FAC004,DEP0046,General Surgery,9498699439,2019-03-30,Active,2019-03-30,provider_master,9999-12-31,True,1878f3087035a283d265
PRV000132,Dr. Morgan Lee 132,FAC003,DEP0028,Neurology,4775930378,2023-01-07,Active,2023-01-07,provider_master,2026-03-07,False,abbb9a49c9dee925cff0
PRV000132,Dr. Morgan Lee 132,FAC003,DEP0028,General Surgery,4775930378,2023-01-07,Active,2026-03-07,status_change,9999-12-31,True,8c9804ccbd819fcd6391
PRV000133,Dr. Casey Lee 133,FAC003,DEP0027,Critical Care,4953864270,2018-11-29,Leave,2018-11-29,provider_master,2026-05-18,False,c626dfddca3ec62b62b3
PRV000133,Dr. Casey Lee 133,FAC003,DEP0027,Critical Care,4953864270,2018-11-29,Leave,2026-05-18,status_change,9999-12-31,True,3dde0516d8a13e19c210
PRV000134,Dr. Taylor Patel 134,FAC002,DEP0023,Neurology,5559589521,2023-10-18,Active,2023-10-18,provider_master,9999-12-31,True,eb01ad38c73691e91546
PRV000135,Dr. Morgan Patel 135,FAC003,DEP0027,Cardiology,2926415876,2020-07-05,Active,2020-07-05,provider_master,2026-05-24,False,979ac437243598ec8ec9
PRV000135,Dr. Morgan Patel 135,FAC003,DEP0027,Emergency Medicine,2926415876,2020-07-05,Active,2026-05-24,department_transfer,9999-12-31,True,55bd9e00d161000a6a3e
PRV000136,Dr. Casey Patel 136,FAC006,DEP0068,General Surgery,6412337634,2013-06-08,Leave,2013-06-08,provider_master,9999-12-31,True,9e36eb4826c94353b89c
PRV000137,Dr. Morgan Garcia 137,FAC005,DEP0055,General Surgery,8198867892,2021-09-21,Leave,2021-09-21,provider_master,2026-02-19,False,ee284d87ea76de00a2e0
PRV000137,Dr. Morgan Garcia 137,FAC005,DEP0055,Pediatrics,8198867892,2021-09-21,Terminated,2026-02-19,status_change,9999-12-31,True,2ecddfce54d8fa0ad1c7
PRV000138,Dr. Casey Garcia 138,FAC004,DEP0046,Radiology,5708580877,2015-03-28,Leave,2015-03-28,provider_master,9999-12-31,True,1a81304554b8cfd2779d
PRV000139,Dr. Avery Lee 139,FAC002,DEP0021,Pediatrics,2904426327,2021-08-07,Active,2021-08-07,provider_master,9999-12-31,True,d629b675eb2be5b20206
PRV000140,Dr. Casey Garcia 140,FAC006,DEP0063,Oncology,7974352847,2024-02-18,Active,2024-02-18,provider_master,9999-12-31,True,05ea9e6325be6630c473
PRV000141,Dr. Morgan Kim 141,FAC004,DEP0041,Orthopedic Surgery,3809278974,2020-04-26,Active,2020-04-26,provider_master,2026-04-26,False,e2f818996ccdbe94489d
PRV000141,Dr. Morgan Kim 141,FAC004,DEP0041,Orthopedic Surgery,3809278974,2020-04-26,Active,2026-04-26,status_change,9999-12-31,True,fdb53c0313ce4f77b75e
PRV000142,Dr. Morgan Kim 142,FAC005,DEP0056,General Surgery,3268634503,2016-11-10,Active,2016-11-10,provider_master,9999-12-31,True,e942560fa334cef98c53
PRV000143,Dr. Riley Lee 143,FAC001,DEP0006,Emergency Medicine,1930412676,2015-02-01,Active,2015-02-01,provider_master,9999-12-31,True,03f488c4a74971bd0873
PRV000144,Dr. Casey Lee 144,FAC006,DEP0062,Oncology,5491109778,2017-12-18,Active,2017-12-18,provider_master,9999-12-31,True,c658703cbf785ff5cdd9
PRV000145,Dr. Morgan Kim 145,FAC001,DEP0005,Internal Medicine,1790306825,2013-09-19,Active,2013-09-19,provider_master,9999-12-31,True,95cef7b50ce33e20838e
PRV000146,Dr. Avery Lee 146,FAC006,DEP0067,Internal Medicine,9663186242,2024-02-14,Active,2024-02-14,provider_master,9999-12-31,True,03b8113d98a3942dcce8
PRV000147,Dr. Jordan Garcia 147,FAC003,DEP0030,Critical Care,9355240749,2015-09-15,Leave,2015-09-15,provider_master,9999-12-31,True,9d6111d7a5262b3d3919
PRV000148,Dr. Morgan Patel 148,FAC002,DEP0022,Cardiology,1414382390,2023-10-28,Active,2023-10-28,provider_master,9999-12-31,True,be15d26248af1a276549
PRV000149,Dr. Jordan Lee 149,FAC005,DEP0049,Neurology,5019749037,2021-06-24,Leave,2021-06-24,provider_master,9999-12-31,True,cc49ad6b31ea63df6947
PRV000150,Dr. Avery Patel 150,FAC004,DEP0048,Oncology,4042083871,2021-01-23,Active,2021-01-23,provider_master,9999-12-31,True,f425c20b5e29dbbd80f2
PRV000151,Dr. Jordan Garcia 151,FAC001,DEP0003,Pediatrics,5563268036,2017-08-22,Active,2017-08-22,provider_master,9999-12-31,True,ea6f6a9c2e3c9a61f984
PRV000152,Dr. Casey Garcia 152,FAC002,DEP0019,General Surgery,1992812929,2013-11-02,Active,2013-11-02,provider_master,2026-02-19,False,64d8e83fc307fe6a8f6a
PRV000152,Dr. Casey Garcia 152,FAC002,DEP0019,Neurology,1992812929,2013-11-02,Terminated,2026-02-19,department_transfer,9999-12-31,True,ab250711621f93a1b837
PRV000153,Dr. Avery Brown 153,FAC001,DEP0005,Internal Medicine,6274694002,2024-09-08,Active,2024-09-08,provider_master,9999-12-31,True,40b1a836253de8cedb6d
PRV000154,Dr. Morgan Kim 154,FAC005,DEP0054,Orthopedic Surgery,9049856103,2025-08-17,Active,2025-08-17,provider_master,9999-12-31,True,7657e094a80586b7f99e
PRV000155,Dr. Morgan Smith 155,FAC005,DEP0051,General Surgery,6785911269,2022-08-05,Active,2022-08-05,provider_master,9999-12-31,True,0f571c83a773e0ad9671
PRV000156,Dr. Jordan Brown 156,FAC002,DEP0015,Neurology,9785041437,2024-09-26,Active,2024-09-26,provider_master,9999-12-31,True,7ce509eabfad6a6d408e
PRV000157,Dr. Morgan Kim 157,FAC002,DEP0014,Pediatrics,4861993080,2015-08-03,Active,2015-08-03,provider_master,2026-02-10,False,86b1d181cb86a36116dd
PRV000157,Dr. Morgan Kim 157,FAC002,DEP0014,Emergency Medicine,4861993080,2015-08-03,Terminated,2026-02-10,status_change,9999-12-31,True,5b4538ab4b81686d0c57
PRV000158,Dr. Morgan Kim 158,FAC001,DEP0011,Emergency Medicine,1744640446,2018-12-03,Active,2018-12-03,provider_master,2026-02-12,False,4f4d5802e1537ee0c68d
PRV000158,Dr. Morgan Kim 158,FAC001,DEP0011,Neurology,1744640446,2018-12-03,Terminated,2026-02-12,credential_update,9999-12-31,True,95e641dfc281e669d8d7
PRV000159,Dr. Riley Brown 159,FAC005,DEP0058,General Surgery,6512230473,2012-08-20,Active,2012-08-20,provider_master,9999-12-31,True,bd266b530e8e02d591b6
PRV000160,Dr. Riley Patel 160,FAC003,DEP0035,Internal Medicine,5174543703,2018-08-08,Active,2018-08-08,provider_master,9999-12-31,True,2f31f912911085ff4c98
PRV000161,Dr. Casey Patel 161,FAC002,DEP0016,Oncology,8091896789,2019-10-13,Active,2019-10-13,provider_master,9999-12-31,True,0e0b194871e0886c7a12
PRV000162,Dr. Jordan Garcia 162,FAC004,DEP0044,Orthopedic Surgery,9137833761,2024-11-10,Active,2024-11-10,provider_master,9999-12-31,True,56eeb54904c98314cfc9
PRV000163,Dr. Casey Smith 163,FAC006,DEP0070,Critical Care,5433093062,2023-04-22,Active,2023-04-22,provider_master,9999-12-31,True,9c711a0e68ed748538b9
PRV000164,Dr. Avery Smith 164,FAC006,DEP0070,Oncology,4810780697,2023-09-26,Active,2023-09-26,provider_master,9999-12-31,True,dad9dff723d49f3f3610
PRV000165,Dr. Casey Lee 165,FAC005,DEP0053,Orthopedic Surgery,8657505941,2014-10-21,Leave,2014-10-21,provider_master,2026-04-11,False,b0d9d72385217f09db4d
PRV000165,Dr. Casey Lee 165,FAC005,DEP0053,Emergency Medicine,8657505941,2014-10-21,Terminated,2026-04-11,department_transfer,9999-12-31,True,c14bf1c6782106458dc7
PRV000166,Dr. Casey Patel 166,FAC005,DEP0059,Pediatrics,7733582009,2022-09-18,Active,2022-09-18,provider_master,2026-04-01,False,b040fc78df6b2dc2409e
PRV000166,Dr. Casey Patel 166,FAC005,DEP0059,Cardiology,7733582009,2022-09-18,Active,2026-04-01,credential_update,9999-12-31,True,9109a6514af11eb02063
PRV000167,Dr. Casey Kim 167,FAC003,DEP0027,Pediatrics,7096282918,2016-08-10,Active,2016-08-10,provider_master,2026-02-07,False,431d76a501362d2c10c7
PRV000167,Dr. Casey Kim 167,FAC003,DEP0027,Oncology,7096282918,2016-08-10,Terminated,2026-02-07,status_change,9999-12-31,True,3a1e1546864cd254f327
PRV000168,Dr. Casey Smith 168,FAC001,DEP0001,Critical Care,2224299467,2019-09-14,Active,2019-09-14,provider_master,9999-12-31,True,f2ca275a812901d057b0
PRV000169,Dr. Jordan Kim 169,FAC006,DEP0064,General Surgery,2743020354,2023-08-29,Active,2023-08-29,provider_master,9999-12-31,True,d473fd786213d2f08593
PRV000170,Dr. Casey Lee 170,FAC005,DEP0057,Oncology,6658450894,2022-08-12,Active,2022-08-12,provider_master,2026-03-06,False,e963c66869f86ced2e5c
PRV000170,Dr. Casey Lee 170,FAC005,DEP0057,Internal Medicine,6658450894,2022-08-12,Terminated,2026-03-06,status_change,9999-12-31,True,4ef9675f641f5899194a
PRV000171,Dr. Morgan Patel 171,FAC003,DEP0034,Orthopedic Surgery,1577181127,2021-05-30,Active,2021-05-30,provider_master,2026-02-03,False,621b5628972d036e3017
PRV000171,Dr. Morgan Patel 171,FAC003,DEP0034,Emergency Medicine,1577181127,2021-05-30,Leave,2026-02-03,credential_update,9999-12-31,True,4c782d33ae057a6618fc
PRV000172,Dr. Jordan Smith 172,FAC005,DEP0057,Oncology,6652920507,2020-03-26,Active,2020-03-26,provider_master,9999-12-31,True,ab7482ac7253ccf84cc0
PRV000173,Dr. Taylor Garcia 173,FAC005,DEP0060,Neurology,1664048458,2022-09-24,Active,2022-09-24,provider_master,9999-12-31,True,226fff5ce38836144908
PRV000174,Dr. Avery Smith 174,FAC005,DEP0058,Oncology,5963545140,2015-03-18,Active,2015-03-18,provider_master,9999-12-31,True,c1b9e57af548bc5c6894
PRV000175,Dr. Riley Lee 175,FAC004,DEP0047,Internal Medicine,8133697560,2019-05-21,Active,2019-05-21,provider_master,9999-12-31,True,60365efab4020a7629d7
PRV000176,Dr. Jordan Garcia 176,FAC004,DEP0037,Critical Care,3214586255,2022-04-15,Active,2022-04-15,provider_master,9999-12-31,True,d4235abf4ec9847f26c3
PRV000177,Dr. Taylor Brown 177,FAC001,DEP0005,Cardiology,9649466116,2025-07-19,Active,2025-07-19,provider_master,2026-03-23,False,ddcc330f40d84cbb1c15
PRV000177,Dr. Taylor Brown 177,FAC001,DEP0005,Neurology,9649466116,2025-07-19,Terminated,2026-03-23,status_change,9999-12-31,True,378cb7ef79815fa1b26c
PRV000178,Dr. Casey Kim 178,FAC006,DEP0066,Oncology,5706683476,2025-07-12,Active,2025-07-12,provider_master,9999-12-31,True,4f24d21eec953e2a98fe
PRV000179,Dr. Taylor Lee 179,FAC002,DEP0017,General Surgery,9257879751,2020-03-24,Active,2020-03-24,provider_master,9999-12-31,True,d529830e9b8be8bc373e
PRV000180,Dr. Avery Smith 180,FAC003,DEP0036,Neurology,7320968226,2022-06-15,Active,2022-06-15,provider_master,9999-12-31,True,96aa48bdd99261db55ad
PRV000181,Dr. Taylor Lee 181,FAC001,DEP0001,Radiology,5902105694,2022-12-15,Active,2022-12-15,provider_master,9999-12-31,True,d95454abce92d4952c79
PRV000182,Dr. Jordan Smith 182,FAC005,DEP0049,General Surgery,5391049916,2024-09-04,Active,2024-09-04,provider_master,9999-12-31,True,409a1d8c52667a0aa5b1
PRV000183,Dr. Avery Patel 183,FAC004,DEP0042,General Surgery,5170352094,2023-09-09,Active,2023-09-09,provider_master,9999-12-31,True,b603fa860d2b061062dd
PRV000184,Dr. Riley Brown 184,FAC002,DEP0019,Emergency Medicine,6093526397,2014-10-03,Leave,2014-10-03,provider_master,9999-12-31,True,9f3909a26d6847a698f7
PRV000185,Dr. Taylor Garcia 185,FAC003,DEP0026,Pediatrics,9870853087,2017-06-14,Active,2017-06-14,provider_master,9999-12-31,True,515df71b48913fe38d8e
PRV000186,Dr. Jordan Lee 186,FAC004,DEP0042,Oncology,1813721567,2016-10-08,Active,2016-10-08,provider_master,2026-04-03,False,bbe8c438ee8db9f9b82f
PRV000186,Dr. Jordan Lee 186,FAC004,DEP0042,Pediatrics,1813721567,2016-10-08,Terminated,2026-04-03,department_transfer,9999-12-31,True,c584013d70ca6ca66148
PRV000187,Dr. Casey Brown 187,FAC006,DEP0070,Neurology,6506767183,2025-03-11,Active,2025-03-11,provider_master,9999-12-31,True,56ccbe5f6b6737cf2236
PRV000188,Dr. Casey Smith 188,FAC005,DEP0059,Cardiology,1145145933,2025-01-30,Active,2025-01-30,provider_master,9999-12-31,True,bfbd771853b2a798a06b
PRV000189,Dr. Casey Lee 189,FAC003,DEP0026,Internal Medicine,2554251916,2018-04-09,Active,2018-04-09,provider_master,9999-12-31,True,a897edcc603cf6bde50a
PRV000190,Dr. Jordan Kim 190,FAC003,DEP0026,Neurology,6021250480,2023-04-12,Active,2023-04-12,provider_master,9999-12-31,True,8d129dcf033c87923cd1
PRV000191,Dr. Jordan Smith 191,FAC002,DEP0017,Emergency Medicine,3925658123,2013-12-18,Leave,2013-12-18,provider_master,9999-12-31,True,4dec3acf55536aeb05a5
PRV000192,Dr. Morgan Patel 192,FAC006,DEP0066,Pediatrics,6028767461,2023-02-09,Active,2023-02-09,provider_master,9999-12-31,True,ffb09fd0122077f0ef2b
PRV000193,Dr. Casey Smith 193,FAC001,DEP0001,Oncology,2884255123,2021-06-12,Leave,2021-06-12,provider_master,9999-12-31,True,42e210d292d9a0b44e77
PRV000194,Dr. Casey Garcia 194,FAC001,DEP0008,Pediatrics,6196816628,2021-08-03,Active,2021-08-03,provider_master,9999-12-31,True,70c004391848db4acc45
PRV000195,Dr. Avery Brown 195,FAC002,DEP0019,Cardiology,7096567029,2015-07-11,Active,2015-07-11,provider_master,9999-12-31,True,4f0ef0fc86eb0ba8fc01
PRV000196,Dr. Riley Brown 196,FAC003,DEP0028,General Surgery,8835981489,2014-06-29,Active,2014-06-29,provider_master,9999-12-31,True,ea8dd49fdd7fd883cc4e
PRV000197,Dr. Taylor Smith 197,FAC002,DEP0015,General Surgery,2534602586,2014-02-17,Active,2014-02-17,provider_master,9999-12-31,True,714dc505a5dbcdd51408
PRV000198,Dr. Taylor Smith 198,FAC003,DEP0027,Cardiology,5427059368,2017-10-04,Active,2017-10-04,provider_master,9999-12-31,True,002a1fb39db5af1c7095
PRV000199,Dr. Morgan Brown 199,FAC001,DEP0002,Cardiology,5390420161,2020-01-04,Leave,2020-01-04,provider_master,9999-12-31,True,7843bb36e317400ef693
PRV000200,Dr. Avery Garcia 200,FAC005,DEP0054,Emergency Medicine,7748675149,2019-03-10,Leave,2019-03-10,provider_master,9999-12-31,True,7f919daddb325dd2c4f5
PRV000201,Dr. Jordan Patel 201,FAC004,DEP0039,Internal Medicine,4325251922,2023-02-17,Active,2023-02-17,provider_master,2026-05-15,False,378be4591e6a11533787
PRV000201,Dr. Jordan Patel 201,FAC004,DEP0039,Orthopedic Surgery,4325251922,2023-02-17,Active,2026-05-15,status_change,9999-12-31,True,9660e61bb5c1ce23f764
PRV000202,Dr. Morgan Lee 202,FAC002,DEP0022,Oncology,8284058638,2018-09-20,Active,2018-09-20,provider_master,2026-02-25,False,bed4afae4cf7065805c3
PRV000202,Dr. Morgan Lee 202,FAC002,DEP0022,Emergency Medicine,8284058638,2018-09-20,Leave,2026-02-25,credential_update,9999-12-31,True,57a466401fd2ed14f957
PRV000203,Dr. Taylor Patel 203,FAC005,DEP0056,Emergency Medicine,7423683520,2013-08-22,Active,2013-08-22,provider_master,2026-05-15,False,a8da59fec0444f36a6c6
PRV000203,Dr. Taylor Patel 203,FAC005,DEP0056,Critical Care,7423683520,2013-08-22,Active,2026-05-15,status_change,9999-12-31,True,5bacc3da3e545c38d08b
PRV000204,Dr. Avery Garcia 204,FAC004,DEP0048,Emergency Medicine,9251050180,2023-09-08,Active,2023-09-08,provider_master,9999-12-31,True,12a155a6c7d752be878e
PRV000205,Dr. Morgan Garcia 205,FAC002,DEP0022,Pediatrics,3797805844,2023-02-27,Leave,2023-02-27,provider_master,2026-05-10,False,6ad9c0ced4e6566c847a
PRV000205,Dr. Morgan Garcia 205,FAC002,DEP0022,Pediatrics,3797805844,2023-02-27,Active,2026-05-10,status_change,9999-12-31,True,e4aa15d01140db4d7b03
PRV000206,Dr. Taylor Kim 206,FAC004,DEP0046,Emergency Medicine,4525940576,2017-01-09,Leave,2017-01-09,provider_master,9999-12-31,True,56a879f8765a9e370b2b
PRV000207,Dr. Riley Patel 207,FAC006,DEP0069,Orthopedic Surgery,6457235821,2013-02-01,Active,2013-02-01,provider_master,2026-03-10,False,2cf52b525fa5ecad63ec
PRV000207,Dr. Riley Patel 207,FAC006,DEP0069,Oncology,6457235821,2013-02-01,Leave,2026-03-10,status_change,9999-12-31,True,3444dba164c71f5f41f3
PRV000208,Dr. Morgan Kim 208,FAC002,DEP0023,Neurology,8783689618,2012-11-13,Active,2012-11-13,provider_master,9999-12-31,True,abaaf0c7888c9a6c727f
PRV000209,Dr. Morgan Brown 209,FAC006,DEP0072,Cardiology,5650760703,2025-09-24,Active,2025-09-24,provider_master,9999-12-31,True,71b70d6629629d82a0fe
PRV000210,Dr. Jordan Smith 210,FAC006,DEP0061,Pediatrics,6694922061,2017-11-09,Active,2017-11-09,provider_master,9999-12-31,True,6885fa45de6556683ce7
PRV000211,Dr. Taylor Garcia 211,FAC003,DEP0031,Critical Care,3981744787,2017-01-17,Active,2017-01-17,provider_master,9999-12-31,True,138d22bd1e182984d50f
PRV000212,Dr. Avery Lee 212,FAC002,DEP0021,Critical Care,7672738296,2019-07-31,Active,2019-07-31,provider_master,9999-12-31,True,a6061c940b4e5396e4c6
PRV000213,Dr. Avery Garcia 213,FAC006,DEP0062,Critical Care,2604887745,2018-06-03,Active,2018-06-03,provider_master,9999-12-31,True,1666e307cf2b0347813e
PRV000214,Dr. Avery Brown 214,FAC006,DEP0071,Oncology,5180425509,2014-05-27,Leave,2014-05-27,provider_master,2026-03-21,False,bb55f845950cc4204951
PRV000214,Dr. Avery Brown 214,FAC006,DEP0071,Cardiology,5180425509,2014-05-27,Active,2026-03-21,credential_update,9999-12-31,True,3a148793a66da341b084
PRV000215,Dr. Riley Garcia 215,FAC002,DEP0017,Pediatrics,6442294310,2025-05-26,Active,2025-05-26,provider_master,9999-12-31,True,b396019596fe9a6e6ec4
PRV000216,Dr. Jordan Smith 216,FAC002,DEP0014,Pediatrics,5111756142,2022-06-09,Active,2022-06-09,provider_master,2026-02-10,False,99e973d75afb685218bb
PRV000216,Dr. Jordan Smith 216,FAC002,DEP0014,General Surgery,5111756142,2022-06-09,Active,2026-02-10,department_transfer,9999-12-31,True,dcb9a2b52fe7f09cdcee
PRV000217,Dr. Morgan Kim 217,FAC005,DEP0060,Cardiology,6130686742,2015-05-23,Leave,2015-05-23,provider_master,9999-12-31,True,5c0cfe8c2fb27bb68def
PRV000218,Dr. Riley Smith 218,FAC005,DEP0059,Neurology,8412484230,2014-07-06,Leave,2014-07-06,provider_master,2026-03-10,False,e0aa9087812486fa5c33
PRV000218,Dr. Riley Smith 218,FAC005,DEP0059,Neurology,8412484230,2014-07-06,Leave,2026-03-10,department_transfer,9999-12-31,True,84c060937f3fc9b6f33f
PRV000219,Dr. Casey Brown 219,FAC004,DEP0042,Neurology,2726880773,2012-01-10,Leave,2012-01-10,provider_master,9999-12-31,True,302c6b78ff67e73e36d4
PRV000220,Dr. Taylor Smith 220,FAC005,DEP0057,Pediatrics,3476033990,2024-01-19,Active,2024-01-19,provider_master,9999-12-31,True,b68eaf4eeb0f60cf1b50
PRV000221,Dr. Morgan Kim 221,FAC005,DEP0052,Internal Medicine,4951000340,2012-05-14,Active,2012-05-14,provider_master,9999-12-31,True,d1db13212381b337c493
PRV000222,Dr. Casey Garcia 222,FAC004,DEP0041,Emergency Medicine,8608023188,2017-03-27,Active,2017-03-27,provider_master,2026-03-04,False,c50800d631e50005078f
PRV000222,Dr. Casey Garcia 222,FAC004,DEP0041,Cardiology,8608023188,2017-03-27,Leave,2026-03-04,status_change,9999-12-31,True,ceb1d37ec08fbd1ec6ed
PRV000223,Dr. Riley Smith 223,FAC006,DEP0066,Neurology,6294282669,2012-01-07,Active,2012-01-07,provider_master,9999-12-31,True,1e680fd83b376b876bcd
PRV000224,Dr. Jordan Brown 224,FAC001,DEP0008,Critical Care,9873558096,2023-12-01,Active,2023-12-01,provider_master,9999-12-31,True,2900a39f4fb11fea0b57
PRV000225,Dr. Riley Lee 225,FAC005,DEP0053,Neurology,1382776508,2025-07-02,Active,2025-07-02,provider_master,9999-12-31,True,0a18456ba22eefd38dc0
PRV000226,Dr. Taylor Garcia 226,FAC002,DEP0014,Radiology,8218137709,2015-02-27,Active,2015-02-27,provider_master,2026-03-28,False,2118e938ebb301c82167
PRV000226,Dr. Taylor Garcia 226,FAC002,DEP0014,Cardiology,8218137709,2015-02-27,Leave,2026-03-28,credential_update,9999-12-31,True,89041a37160758d29ff8
PRV000227,Dr. Jordan Smith 227,FAC002,DEP0019,General Surgery,6536121634,2022-12-08,Active,2022-12-08,provider_master,2026-02-03,False,9f4e98407ede951ee004
PRV000227,Dr. Jordan Smith 227,FAC002,DEP0019,Oncology,6536121634,2022-12-08,Terminated,2026-02-03,status_change,9999-12-31,True,0c7034dfe19d25a097ae
PRV000228,Dr. Jordan Smith 228,FAC006,DEP0061,Internal Medicine,5566460720,2013-03-29,Active,2013-03-29,provider_master,9999-12-31,True,577947b1c1688162d038
PRV000229,Dr. Riley Kim 229,FAC002,DEP0019,Emergency Medicine,8803804947,2021-08-11,Active,2021-08-11,provider_master,2026-05-09,False,300cc1b7c1628a475de7
PRV000229,Dr. Riley Kim 229,FAC002,DEP0019,Oncology,8803804947,2021-08-11,Active,2026-05-09,status_change,9999-12-31,True,2863b39f0c86f8c07359
PRV000230,Dr. Taylor Patel 230,FAC004,DEP0040,Orthopedic Surgery,4259929279,2015-12-18,Active,2015-12-18,provider_master,9999-12-31,True,66d5f965f121814c49fe
PRV000231,Dr. Casey Lee 231,FAC006,DEP0072,Pediatrics,4902798889,2025-09-29,Active,2025-09-29,provider_master,9999-12-31,True,991f678a9e8b50f2f8a8
PRV000232,Dr. Riley Brown 232,FAC002,DEP0019,Oncology,7993414565,2024-05-28,Leave,2024-05-28,provider_master,9999-12-31,True,bc0c95c3b0748b4b9b8c
PRV000233,Dr. Morgan Patel 233,FAC001,DEP0006,Emergency Medicine,4506962051,2013-02-23,Active,2013-02-23,provider_master,9999-12-31,True,2a9beac90774fbaf0b7e
PRV000234,Dr. Riley Brown 234,FAC005,DEP0052,Oncology,2444892238,2013-01-11,Active,2013-01-11,provider_master,9999-12-31,True,40845f4456bdf6c1dc0a
PRV000235,Dr. Avery Smith 235,FAC001,DEP0004,Internal Medicine,5718250210,2016-11-16,Leave,2016-11-16,provider_master,9999-12-31,True,cb9f80c456009e9b73bf
PRV000236,Dr. Taylor Patel 236,FAC005,DEP0060,Neurology,8478563516,2014-06-30,Leave,2014-06-30,provider_master,2026-04-15,False,93d7363f8b995ce3b937
PRV000236,Dr. Taylor Patel 236,FAC005,DEP0060,Orthopedic Surgery,8478563516,2014-06-30,Leave,2026-04-15,department_transfer,9999-12-31,True,62b6d2be25d6e9c41f99
PRV000237,Dr. Riley Lee 237,FAC006,DEP0069,Internal Medicine,1943146352,2024-05-16,Active,2024-05-16,provider_master,9999-12-31,True,27f2491d9b5d56886c65
PRV000238,Dr. Jordan Patel 238,FAC006,DEP0072,Oncology,2074198202,2015-12-06,Active,2015-12-06,provider_master,2026-05-22,False,2919167ecee8e2f6e170
PRV000238,Dr. Jordan Patel 238,FAC006,DEP0072,Radiology,2074198202,2015-12-06,Terminated,2026-05-22,credential_update,9999-12-31,True,70012d0265b299f5b2d0
PRV000239,Dr. Morgan Lee 239,FAC001,DEP0009,Pediatrics,6095976767,2025-09-28,Leave,2025-09-28,provider_master,2026-04-05,False,830a861e9c3e6630b2cf
