customer_id,customer_name,customer_segment,city,region,signup_date,credit_class,autopay_flag,active_flag
CUST00000733,Casey Garcia 733,Consumer,Dallas,Southwest,2022-11-28,A,False,True
CUST00000734,Morgan Lee 734,Consumer,Columbus,Midwest,2021-07-17,B,False,False
CUST00000735,Jordan Kim 735,Enterprise,Buffalo,Northeast,,A,True,True
CUST00000736,Riley Lee 736,Consumer,Boston,Northeast,2022-05-12,A,False,True
CUST00000737,Riley Smith 737,Enterprise,San Diego,West,,B,False,True
CUST00000738,Riley Smith 738,Consumer,Columbus,Midwest,,A,False,False
CUST00000739,Jordan Patel 739,Consumer,Columbus,Midwest,,C,False,True
CUST00000740,Taylor Patel 740,Small Business,San Diego,West,,A,True,True
CUST00000741,Casey Brown 741,Enterprise,Austin,Southwest,,B,False,True
CUST00000742,Morgan Garcia 742,Government,Albany,Northeast,2021-04-05,A,False,True
CUST00000743,Jordan Patel 743,Consumer,Atlanta,Southeast,2020-10-21,B,False,True
CUST00000744,Taylor Lee 744,Enterprise,Dallas,Southwest,2024-10-04,A,False,True
CUST00000745,Casey Smith 745,Enterprise,Columbus,Midwest,,B,False,True
CUST00000746,Taylor Brown 746,Consumer,Buffalo,Northeast,,A,True,True
CUST00000747,Riley Garcia 747,Government,Albany,Northeast,2018-11-01,B,True,True
CUST00000748,Riley Lee 748,Consumer,Birmingham,Southeast,2018-01-31,D,False,True
CUST00000749,Riley Patel 749,Consumer,Austin,Southwest,2024-10-06,A,False,True
CUST00000750,Jordan Smith 750,Enterprise,Jacksonville,Southeast,2023-01-09,D,False,True
CUST00000751,Jordan Brown 751,Consumer,Buffalo,Northeast,,B,False,True
CUST00000752,Jordan Kim 752,Enterprise,Albuquerque,Southwest,2025-07-29,D,True,True
CUST00000753,Casey Patel 753,Consumer,Boston,Northeast,2024-08-27,B,False,True
CUST00000754,Alex Kim 754,Enterprise,Jacksonville,Southeast,,A,True,False
CUST00000755,Morgan Patel 755,Enterprise,Albany,Northeast,,B,True,True
CUST00000756,Jordan Brown 756,Government,Indianapolis,Midwest,,B,False,True
CUST00000757,Jordan Brown 757,Government,Boston,Northeast,2023-06-10,C,True,True
CUST00000758,Riley Smith 758,Enterprise,Jacksonville,Southeast,2022-05-21,A,False,True
CUST00000759,Riley Patel 759,Consumer,Buffalo,Northeast,2025-02-27,A,True,True
CUST00000760,Morgan Garcia 760,Government,Nashville,Southeast,2023-08-20,D,True,True
CUST00000761,Jordan Patel 761,Enterprise,Nashville,Southeast,,A,True,False
CUST00000762,Casey Lee 762,Consumer,Boston,Northeast,,B,True,True
CUST00000763,Jordan Smith 763,Consumer,Chicago,Midwest,2018-05-16,D,False,True
CUST00000764,Casey Garcia 764,Enterprise,Jacksonville,Southeast,2018-08-15,C,False,True
CUST00000765,Morgan Lee 765,Enterprise,Columbus,Midwest,2023-01-05,A,False,True
CUST00000766,Jordan Patel 766,Consumer,San Diego,West,2025-03-16,A,False,False
CUST00000767,Alex Garcia 767,Consumer,Indianapolis,Midwest,,B,True,True
CUST00000768,Taylor Smith 768,Government,Columbus,Midwest,2022-10-28,C,False,True
CUST00000769,Alex Lee 769,Consumer,Buffalo,Northeast,2023-10-01,B,True,True
CUST00000770,Riley Kim 770,Government,Boston,Northeast,,D,True,True
CUST00000771,Riley Brown 771,Consumer,Atlanta,Southeast,2021-06-03,A,True,True
CUST00000772,Taylor Brown 772,Consumer,Boston,Northeast,2018-10-11,C,True,True
CUST00000773,Taylor Lee 773,Enterprise,Nashville,Southeast,,A,False,True
CUST00000774,Morgan Lee 774,Small Business,Detroit,Midwest,2019-01-05,B,True,True
CUST00000775,Morgan Brown 775,Consumer,Seattle,West,2022-01-31,D,True,True
CUST00000776,Taylor Patel 776,Government,Philadelphia,Northeast,,C,True,True
CUST00000777,Casey Garcia 777,Consumer,Dallas,Southwest,2026-04-27,A,False,False
CUST00000778,Morgan Smith 778,Consumer,Phoenix,Southwest,2021-09-22,A,True,True
CUST00000779,Alex Kim 779,Enterprise,Nashville,Southeast,2019-11-02,D,True,False
CUST00000780,Alex Kim 780,Enterprise,Austin,Southwest,,A,True,True
CUST00000781,Morgan Brown 781,Consumer,Austin,Southwest,2023-07-26,B,False,False
CUST00000782,Casey Smith 782,Small Business,Albuquerque,Southwest,,D,True,True
CUST00000783,Jordan Lee 783,Government,Chicago,Midwest,2023-06-04,D,True,False
CUST00000784,Casey Smith 784,Small Business,Boston,Northeast,2023-01-28,A,True,True
CUST00000785,Taylor Kim 785,Consumer,Albany,Northeast,2019-05-29,D,False,True
CUST00000786,Jordan Kim 786,Small Business,Chicago,Midwest,2020-04-15,A,True,True
CUST00000787,Riley Lee 787,Small Business,Nashville,Southeast,2025-04-29,B,True,True
CUST00000788,Morgan Brown 788,Small Business,Buffalo,Northeast,2023-05-18,C,True,True
CUST00000789,Alex Smith 789,Consumer,Portland,West,,D,False,False
CUST00000790,Casey Brown 790,Enterprise,Chicago,Midwest,2023-02-25,D,False,True
CUST00000791,Alex Kim 791,Small Business,Dallas,Southwest,,A,False,True
CUST00000792,Morgan Smith 792,Consumer,Albuquerque,Southwest,2021-05-31,D,False,False
CUST00000793,Alex Smith 793,Consumer,Indianapolis,Midwest,,A,False,True
CUST00000794,Alex Lee 794,Enterprise,Seattle,West,2024-08-21,C,False,False
CUST00000795,Morgan Garcia 795,Consumer,Columbus,Midwest,,A,True,True
CUST00000796,Jordan Garcia 796,Consumer,Indianapolis,Midwest,2018-08-31,A,False,True
CUST00000797,Riley Smith 797,Small Business,Seattle,West,2023-06-01,A,True,True
CUST00000798,Morgan Kim 798,Small Business,Portland,West,2019-12-09,D,False,True
CUST00000799,Riley Kim 799,Consumer,Atlanta,Southeast,,A,True,True
CUST00000800,Morgan Lee 800,Government,Buffalo,Northeast,,B,True,True
CUST00000801,Jordan Garcia 801,Consumer,Jacksonville,Southeast,2019-12-01,D,False,True
CUST00000802,Alex Garcia 802,Small Business,Atlanta,Southeast,,B,True,True
CUST00000803,Jordan Garcia 803,Consumer,San Diego,West,2024-09-30,A,True,False
CUST00000804,Jordan Garcia 804,Consumer,Buffalo,Northeast,,C,True,True
CUST00000805,Taylor Garcia 805,Enterprise,Albuquerque,Southwest,,A,True,True
CUST00000806,Riley Smith 806,Government,Atlanta,Southeast,,B,False,True
CUST00000807,Morgan Patel 807,Enterprise,Austin,Southwest,,A,True,True
CUST00000808,Morgan Smith 808,Consumer,Phoenix,Southwest,,A,True,True
CUST00000809,Riley Patel 809,Enterprise,Columbus,Midwest,2020-04-24,D,False,False
CUST00000810,Taylor Smith 810,Enterprise,Birmingham,Southeast,,A,False,True
CUST00000811,Riley Smith 811,Consumer,Birmingham,Southeast,,A,False,False
CUST00000812,Jordan Smith 812,Government,Jacksonville,Southeast,2019-03-02,A,False,False
CUST00000813,Casey Lee 813,Government,Atlanta,Southeast,2024-12-21,A,True,True
CUST00000814,Riley Kim 814,Government,Detroit,Midwest,,A,True,True
CUST00000815,Taylor Smith 815,Government,San Diego,West,2021-04-03,A,True,True
CUST00000816,Riley Garcia 816,Enterprise,Birmingham,Southeast,2019-10-28,D,True,False
CUST00000817,Morgan Brown 817,Enterprise,Nashville,Southeast,2025-04-03,A,True,True
CUST00000818,Jordan Brown 818,Small Business,Denver,West,2021-12-20,B,False,True
CUST00000819,Casey Brown 819,Small Business,Seattle,West,,C,True,True
CUST00000820,Riley Brown 820,Consumer,Atlanta,Southeast,2019-09-14,B,False,True
CUST00000821,Taylor Lee 821,Government,Indianapolis,Midwest,2021-10-14,C,True,True
CUST00000822,Morgan Kim 822,Enterprise,Jacksonville,Southeast,2024-11-25,A,True,True
CUST00000823,Taylor Brown 823,Government,Chicago,Midwest,2021-03-24,D,True,True
CUST00000824,Riley Brown 824,Consumer,San Diego,West,,A,True,True
CUST00000825,Casey Brown 825,Enterprise,Atlanta,Southeast,2022-09-03,A,False,True
CUST00000826,Alex Brown 826,Enterprise,Albany,Northeast,,C,True,False
CUST00000827,Morgan Kim 827,Consumer,Nashville,Southeast,2024-08-03,C,True,True
CUST00000828,Casey Smith 828,Small Business,Austin,Southwest,,D,True,True
CUST00000829,Alex Garcia 829,Enterprise,Denver,West,2022-05-10,A,True,True
CUST00000830,Riley Brown 830,Small Business,Chicago,Midwest,2022-05-15,A,False,True
CUST00000831,Morgan Patel 831,Consumer,Buffalo,Northeast,,B,False,True
CUST00000832,Casey Kim 832,Small Business,Philadelphia,Northeast,,A,True,True
CUST00000833,Alex Brown 833,Government,Portland,West,2018-10-15,A,True,False
CUST00000834,Jordan Lee 834,Government,Indianapolis,Midwest,2023-01-05,B,False,False
CUST00000835,Alex Smith 835,Enterprise,Portland,West,,A,True,True
CUST00000836,Morgan Patel 836,Government,Nashville,Southeast,2026-01-29,A,True,True
CUST00000837,Taylor Kim 837,Enterprise,Philadelphia,Northeast,,B,False,False
CUST00000838,Morgan Kim 838,Government,Buffalo,Northeast,,D,True,True
CUST00000839,Casey Brown 839,Small Business,Albany,Northeast,2021-06-29,C,False,False
CUST00000840,Morgan Garcia 840,Enterprise,Jacksonville,Southeast,,B,False,True
CUST00000841,Jordan Garcia 841,Government,Columbus,Midwest,2022-01-19,A,True,True
CUST00000842,Casey Lee 842,Government,Boston,Northeast,,C,False,True
CUST00000843,Taylor Brown 843,Enterprise,Atlanta,Southeast,2024-06-18,B,False,True
CUST00000844,Taylor Patel 844,Consumer,Portland,West,,B,False,True
CUST00000845,Alex Smith 845,Small Business,Jacksonville,Southeast,2024-10-16,D,True,True
CUST00000846,Taylor Lee 846,Consumer,Dallas,Southwest,,C,True,True
CUST00000847,Morgan Garcia 847,Government,Austin,Southwest,,B,False,True
CUST00000848,Taylor Lee 848,Government,Albuquerque,Southwest,,A,False,True
CUST00000849,Taylor Patel 849,Consumer,Boston,Northeast,2025-07-24,C,False,True
CUST00000850,Casey Smith 850,Consumer,Detroit,Midwest,,C,False,True
CUST00000851,Casey Kim 851,Small Business,Jacksonville,Southeast,,A,False,True
CUST00000852,Morgan Garcia 852,Consumer,Albuquerque,Southwest,2022-02-03,C,False,True
CUST00000853,Alex Smith 853,Small Business,Portland,West,2020-07-12,A,False,True
CUST00000854,Jordan Patel 854,Consumer,Austin,Southwest,2022-10-05,D,True,True
CUST00000855,Riley Smith 855,Consumer,Phoenix,Southwest,,A,True,False
CUST00000856,Alex Kim 856,Enterprise,Seattle,West,,A,False,False
CUST00000857,Casey Smith 857,Enterprise,Albuquerque,Southwest,2023-03-10,B,False,True
CUST00000858,Alex Brown 858,Consumer,Detroit,Midwest,,A,False,False
CUST00000859,Jordan Lee 859,Enterprise,Dallas,Southwest,2024-11-09,A,False,True
CUST00000860,Morgan Kim 860,Government,Albuquerque,Southwest,2019-02-04,A,False,True
CUST00000861,Morgan Kim 861,Government,Denver,West,2019-09-08,D,True,True
CUST00000862,Casey Kim 862,Enterprise,Philadelphia,Northeast,2021-01-19,D,True,False
CUST00000863,Jordan Brown 863,Government,Portland,West,2019-09-03,D,False,True
CUST00000864,Alex Lee 864,Government,Austin,Southwest,2018-03-04,C,True,True
CUST00000865,Jordan Patel 865,Consumer,Buffalo,Northeast,,C,False,True
CUST00000866,Morgan Kim 866,Consumer,Detroit,Midwest,,C,False,True
CUST00000867,Casey Brown 867,Consumer,Nashville,Southeast,2025-10-25,D,True,False
CUST00000868,Casey Smith 868,Government,Philadelphia,Northeast,2026-04-11,A,False,True
CUST00000869,Taylor Smith 869,Small Business,Birmingham,Southeast,,D,True,True
CUST00000870,Taylor Brown 870,Enterprise,Phoenix,Southwest,2020-12-07,A,True,True
CUST00000871,Casey Patel 871,Enterprise,San Diego,West,,A,True,False
CUST00000872,Riley Garcia 872,Consumer,Portland,West,2020-06-13,D,True,True
CUST00000873,Casey Patel 873,Small Business,Chicago,Midwest,2018-01-15,B,False,True
CUST00000874,Riley Patel 874,Consumer,Portland,West,,B,True,True
CUST00000875,Alex Brown 875,Consumer,Jacksonville,Southeast,,A,False,True
CUST00000876,Riley Kim 876,Small Business,Philadelphia,Northeast,,C,False,False
CUST00000877,Alex Lee 877,Consumer,Phoenix,Southwest,,D,True,True
CUST00000878,Alex Lee 878,Consumer,Albany,Northeast,,D,True,True
CUST00000879,Jordan Garcia 879,Consumer,Chicago,Midwest,2024-03-04,A,True,True
CUST00000880,Taylor Kim 880,Consumer,Buffalo,Northeast,,A,True,False
CUST00000881,Morgan Brown 881,Government,Dallas,Southwest,2023-11-22,B,False,True
CUST00000882,Jordan Kim 882,Government,Jacksonville,Southeast,2019-01-16,C,False,True
CUST00000883,Alex Lee 883,Government,Jacksonville,Southeast,,C,False,True
CUST00000884,Riley Garcia 884,Consumer,Phoenix,Southwest,,D,True,True
CUST00000885,Morgan Brown 885,Consumer,Seattle,West,,A,True,True
CUST00000886,Taylor Garcia 886,Consumer,Chicago,Midwest,2018-06-29,A,True,False
CUST00000887,Riley Patel 887,Consumer,Detroit,Midwest,,B,False,True
CUST00000888,Morgan Garcia 888,Small Business,Phoenix,Southwest,2022-01-16,B,False,True
CUST00000889,Taylor Smith 889,Small Business,Buffalo,Northeast,2025-10-30,A,False,False
CUST00000890,Jordan Kim 890,Consumer,Indianapolis,Midwest,2022-07-11,B,False,True
CUST00000891,Morgan Garcia 891,Small Business,Chicago,Midwest,2020-05-28,C,True,True
CUST00000892,Morgan Smith 892,Government,Boston,Northeast,2019-08-27,C,True,True
CUST00000893,Alex Lee 893,Enterprise,Phoenix,Southwest,2019-01-16,B,False,True
CUST00000894,Morgan Patel 894,Government,Birmingham,Southeast,,B,False,True
CUST00000895,Casey Patel 895,Consumer,Portland,West,2023-08-28,A,True,True
CUST00000896,Riley Kim 896,Enterprise,Birmingham,Southeast,2019-10-25,C,True,False
CUST00000897,Casey Garcia 897,Consumer,Albany,Northeast,,B,True,True
CUST00000898,Taylor Lee 898,Small Business,Albuquerque,Southwest,,C,False,True
CUST00000899,Morgan Lee 899,Enterprise,Jacksonville,Southeast,,A,True,True
CUST00000900,Taylor Kim 900,Consumer,Birmingham,Southeast,2023-07-31,A,True,False
CUST00000901,Morgan Lee 901,Enterprise,Albany,Northeast,,A,True,True
CUST00000902,Taylor Brown 902,Government,Portland,West,,A,True,True
CUST00000903,Riley Kim 903,Enterprise,Portland,West,2018-01-28,C,False,False
CUST00000904,Riley Lee 904,Small Business,Seattle,West,2023-09-26,A,True,True
CUST00000905,Taylor Smith 905,Consumer,Boston,Northeast,2023-07-16,A,True,True
CUST00000906,Alex Lee 906,Government,Seattle,West,2019-03-31,A,False,True
CUST00000907,Riley Brown 907,Small Business,Chicago,Midwest,2021-09-07,A,True,True
CUST00000908,Riley Lee 908,Government,Dallas,Southwest,,D,True,True
CUST00000909,Morgan Smith 909,Small Business,Detroit,Midwest,,A,False,True
CUST00000910,Morgan Smith 910,Small Business,Detroit,Midwest,,D,True,True
CUST00000911,Morgan Brown 911,Consumer,Columbus,Midwest,,A,True,True
CUST00000912,Morgan Kim 912,Small Business,Birmingham,Southeast,,C,False,True
CUST00000913,Alex Patel 913,Small Business,Albuquerque,Southwest,,C,False,False
CUST00000914,Taylor Kim 914,Enterprise,Boston,Northeast,2019-08-19,A,False,True
CUST00000915,Taylor Garcia 915,Government,San Diego,West,,B,False,True
CUST00000916,Riley Smith 916,Enterprise,Buffalo,Northeast,2021-08-29,A,False,True
CUST00000917,Alex Smith 917,Government,Indianapolis,Midwest,,A,False,True
CUST00000918,Alex Lee 918,Government,Detroit,Midwest,,A,True,True
CUST00000919,Casey Garcia 919,Consumer,Atlanta,Southeast,,A,False,False
CUST00000920,Alex Brown 920,Small Business,Albany,Northeast,2025-10-08,B,False,True
CUST00000921,Riley Brown 921,Consumer,Dallas,Southwest,2023-10-12,A,False,True
CUST00000922,Riley Patel 922,Consumer,Boston,Northeast,,A,False,True
CUST00000923,Alex Smith 923,Consumer,Jacksonville,Southeast,2018-02-23,C,True,True
CUST00000924,Jordan Kim 924,Government,Portland,West,2021-09-03,A,True,True
CUST00000925,Taylor Garcia 925,Consumer,Albuquerque,Southwest,,B,False,True
CUST00000926,Morgan Brown 926,Consumer,Birmingham,Southeast,,D,True,True
CUST00000927,Jordan Garcia 927,Consumer,Jacksonville,Southeast,2020-02-04,A,True,True
CUST00000928,Casey Patel 928,Consumer,Albuquerque,Southwest,,D,False,False
CUST00000929,Jordan Smith 929,Consumer,Detroit,Midwest,,A,False,True
CUST00000930,Taylor Lee 930,Consumer,Boston,Northeast,2024-10-22,A,True,True
CUST00000931,Taylor Patel 931,Consumer,Boston,Northeast,2021-11-03,A,True,True
CUST00000932,Taylor Lee 932,Consumer,Indianapolis,Midwest,2025-02-12,D,True,False
CUST00000933,Riley Smith 933,Government,Indianapolis,Midwest,,D,True,True
CUST00000934,Morgan Kim 934,Consumer,Atlanta,Southeast,2023-09-20,B,True,True
CUST00000935,Alex Patel 935,Small Business,Buffalo,Northeast,,C,True,True
CUST00000936,Alex Brown 936,Small Business,Philadelphia,Northeast,2020-02-26,B,False,False
CUST00000937,Riley Lee 937,Enterprise,Phoenix,Southwest,2018-11-22,A,False,True
CUST00000938,Taylor Smith 938,Small Business,Portland,West,,C,True,False
CUST00000939,Jordan Brown 939,Government,Nashville,Southeast,,C,True,True
CUST00000940,Morgan Lee 940,Government,Birmingham,Southeast,,A,True,True
CUST00000941,Jordan Brown 941,Consumer,Atlanta,Southeast,2021-09-25,C,False,True
CUST00000942,Taylor Patel 942,Consumer,Jacksonville,Southeast,2023-11-02,A,False,True
CUST00000943,Riley Smith 943,Small Business,Detroit,Midwest,,C,True,True
CUST00000944,Jordan Patel 944,Enterprise,Albuquerque,Southwest,,B,False,True
CUST00000945,Casey Patel 945,Small Business,Dallas,Southwest,,A,False,False
CUST00000946,Alex Patel 946,Consumer,Birmingham,Southeast,,A,True,True
CUST00000947,Casey Garcia 947,Consumer,San Diego,West,,A,False,True
CUST00000948,Jordan Garcia 948,Consumer,Portland,West,2018-01-13,A,True,True
CUST00000949,Morgan Garcia 949,Small Business,Boston,Northeast,2022-04-01,A,True,False
CUST00000950,Casey Brown 950,Consumer,Atlanta,Southeast,2023-08-17,A,True,True
CUST00000951,Alex Smith 951,Consumer,Albany,Northeast,,A,True,True
CUST00000952,Morgan Smith 952,Consumer,Jacksonville,Southeast,2024-09-06,B,True,True
CUST00000953,Casey Lee 953,Small Business,Detroit,Midwest,2024-12-05,A,True,True
CUST00000954,Jordan Kim 954,Small Business,Atlanta,Southeast,,B,False,True
CUST00000955,Taylor Smith 955,Consumer,Boston,Northeast,,D,True,True
CUST00000956,Alex Smith 956,Government,Jacksonville,Southeast,2018-09-22,C,False,True
CUST00000957,Casey Kim 957,Small Business,Albuquerque,Southwest,2025-07-01,D,True,True
CUST00000958,Casey Lee 958,Enterprise,Portland,West,2023-12-25,C,False,True
CUST00000959,Casey Garcia 959,Small Business,Seattle,West,2023-07-19,C,True,True
CUST00000960,Morgan Smith 960,Enterprise,Birmingham,Southeast,,D,True,True
CUST00000961,Morgan Patel 961,Small Business,Buffalo,Northeast,,A,True,True
CUST00000962,Riley Garcia 962,Consumer,Birmingham,Southeast,,A,True,True
CUST00000963,Alex Smith 963,Government,Philadelphia,Northeast,2020-08-29,A,False,True
CUST00000964,Alex Lee 964,Consumer,Columbus,Midwest,2018-08-16,C,False,False
CUST00000965,Alex Brown 965,Consumer,Austin,Southwest,2023-02-10,A,True,True
CUST00000966,Morgan Patel 966,Enterprise,Philadelphia,Northeast,,A,False,True
CUST00000967,Riley Lee 967,Small Business,Chicago,Midwest,2026-03-06,D,False,False
CUST00000968,Alex Garcia 968,Small Business,Birmingham,Southeast,,C,True,True
CUST00000969,Morgan Smith 969,Enterprise,Denver,West,2025-04-01,A,False,True
CUST00000970,Taylor Brown 970,Consumer,San Diego,West,2023-02-24,B,False,False
CUST00000971,Casey Kim 971,Consumer,Denver,West,2022-10-13,A,False,True
CUST00000972,Taylor Kim 972,Consumer,Detroit,Midwest,,A,False,True
CUST00000973,Jordan Patel 973,Consumer,Portland,West,2020-04-13,B,True,True
CUST00000974,Taylor Lee 974,Government,Chicago,Midwest,,A,False,True
CUST00000975,Casey Smith 975,Small Business,Detroit,Midwest,,B,True,False
CUST00000976,Taylor Garcia 976,Enterprise,Columbus,Midwest,,B,False,True
CUST00000977,Casey Patel 977,Consumer,Detroit,Midwest,,D,False,True
CUST00000978,Morgan Brown 978,Consumer,Indianapolis,Midwest,2020-08-23,A,False,False
CUST00000979,Morgan Lee 979,Small Business,Denver,West,2023-02-21,A,True,False
CUST00000980,Taylor Kim 980,Consumer,Columbus,Midwest,2022-12-15,A,True,True
CUST00000981,Jordan Lee 981,Enterprise,Birmingham,Southeast,2025-01-24,B,False,True
CUST00000982,Alex Lee 982,Government,Seattle,West,,A,False,True
CUST00000983,Morgan Patel 983,Government,Birmingham,Southeast,2024-04-25,C,True,True
CUST00000984,Riley Garcia 984,Government,Austin,Southwest,,D,False,False
CUST00000985,Alex Smith 985,Consumer,Boston,Northeast,,B,True,True
CUST00000986,Riley Patel 986,Consumer,Detroit,Midwest,2018-10-22,A,False,True
CUST00000987,Alex Brown 987,Government,Seattle,West,,D,False,True
CUST00000988,Alex Smith 988,Consumer,Detroit,Midwest,2026-03-28,A,False,True
CUST00000989,Taylor Kim 989,Government,Portland,West,,A,True,True
CUST00000990,Morgan Lee 990,Enterprise,Dallas,Southwest,2023-01-13,C,False,True
CUST00000991,Alex Patel 991,Government,Boston,Northeast,,A,True,True
CUST00000992,Riley Lee 992,Small Business,Columbus,Midwest,2018-12-18,A,False,True
CUST00000993,Casey Brown 993,Enterprise,Phoenix,Southwest,2025-04-09,A,True,False
CUST00000994,Riley Lee 994,Consumer,Nashville,Southeast,,C,False,True
CUST00000995,Casey Garcia 995,Consumer,Portland,West,2023-08-18,A,True,True
CUST00000996,Morgan Brown 996,Small Business,Austin,Southwest,,A,False,False
CUST00000997,Jordan Kim 997,Consumer,Buffalo,Northeast,2024-06-06,A,True,True
CUST00000998,Alex Garcia 998,Consumer,Birmingham,Southeast,,A,False,True
CUST00000999,Jordan Kim 999,Government,Nashville,Southeast,2023-10-05,B,False,True
CUST00001000,Taylor Garcia 1000,Enterprise,Portland,West,,A,True,True
CUST00001001,Jordan Smith 1001,Small Business,Indianapolis,Midwest,2023-10-30,A,True,True
CUST00001002,Casey Brown 1002,Government,Columbus,Midwest,2021-09-21,A,False,True
CUST00001003,Morgan Brown 1003,Government,Portland,West,,C,True,True
CUST00001004,Jordan Kim 1004,Consumer,San Diego,West,,B,True,True
CUST00001005,Jordan Kim 1005,Enterprise,Birmingham,Southeast,2018-08-21,D,False,True
CUST00001006,Jordan Brown 1006,Government,Boston,Northeast,,C,False,False
CUST00001007,Alex Lee 1007,Consumer,Atlanta,Southeast,2022-06-23,D,True,True
CUST00001008,Morgan Lee 1008,Consumer,Atlanta,Southeast,2018-02-18,D,True,True
CUST00001009,Riley Brown 1009,Consumer,Seattle,West,2020-07-13,D,False,True
CUST00001010,Riley Garcia 1010,Government,Buffalo,Northeast,2019-08-20,D,False,True
CUST00001011,Riley Kim 1011,Small Business,Albany,Northeast,2024-08-25,C,True,True
CUST00001012,Jordan Brown 1012,Consumer,Detroit,Midwest,2021-06-12,D,True,True
CUST00001013,Jordan Smith 1013,Enterprise,Austin,Southwest,2020-04-24,A,True,False
CUST00001014,Casey Kim 1014,Consumer,Philadelphia,Northeast,,A,False,True
CUST00001015,Morgan Patel 1015,Small Business,Columbus,Midwest,2023-07-09,D,True,True
CUST00001016,Morgan Lee 1016,Small Business,Boston,Northeast,2025-11-15,B,True,True
CUST00001017,Jordan Brown 1017,Consumer,Birmingham,Southeast,,C,False,True
CUST00001018,Morgan Smith 1018,Enterprise,Atlanta,Southeast,,C,False,False
CUST00001019,Riley Patel 1019,Consumer,Boston,Northeast,2018-09-28,A,False,True
CUST00001020,Morgan Brown 1020,Consumer,Chicago,Midwest,,B,True,True
CUST00001021,Taylor Brown 1021,Consumer,Buffalo,Northeast,2018-07-28,C,True,True
CUST00001022,Alex Smith 1022,Consumer,Albany,Northeast,,B,True,True
CUST00001023,Casey Lee 1023,Enterprise,Atlanta,Southeast,,A,False,True
CUST00001024,Riley Brown 1024,Consumer,Albuquerque,Southwest,2020-11-10,C,False,True
CUST00001025,Riley Patel 1025,Consumer,Austin,Southwest,2020-05-29,A,False,True
CUST00001026,Riley Brown 1026,Consumer,Phoenix,Southwest,2024-12-26,A,True,True
CUST00001027,Alex Kim 1027,Consumer,Indianapolis,Midwest,2025-09-13,A,True,False
CUST00001028,Alex Patel 1028,Small Business,Jacksonville,Southeast,,D,True,True
CUST00001029,Riley Patel 1029,Consumer,Philadelphia,Northeast,2020-02-03,D,True,True
CUST00001030,Alex Smith 1030,Enterprise,Columbus,Midwest,2020-07-12,A,True,True
CUST00001031,Morgan Lee 1031,Consumer,Austin,Southwest,2023-07-24,A,True,False
CUST00001032,Morgan Kim 1032,Consumer,Denver,West,,B,True,True
CUST00001033,Taylor Brown 1033,Consumer,Buffalo,Northeast,,D,False,False
CUST00001034,Morgan Lee 1034,Small Business,Philadelphia,Northeast,2019-02-03,C,True,True
CUST00001035,Jordan Patel 1035,Consumer,Jacksonville,Southeast,,B,False,True
CUST00001036,Morgan Patel 1036,Small Business,Philadelphia,Northeast,,C,True,True
CUST00001037,Jordan Brown 1037,Consumer,Nashville,Southeast,2019-01-06,A,True,True
CUST00001038,Taylor Garcia 1038,Consumer,Denver,West,,A,True,True
CUST00001039,Casey Garcia 1039,Consumer,Austin,Southwest,,D,False,True
CUST00001040,Jordan Kim 1040,Consumer,Dallas,Southwest,2024-04-06,A,True,True
CUST00001041,Alex Garcia 1041,Enterprise,Dallas,Southwest,,C,True,True
CUST00001042,Riley Kim 1042,Consumer,Austin,Southwest,,A,False,True
CUST00001043,Casey Kim 1043,Enterprise,Denver,West,2021-12-28,C,False,True
CUST00001044,Riley Brown 1044,Consumer,Chicago,Midwest,,D,False,True
CUST00001045,Alex Brown 1045,Consumer,Boston,Northeast,2018-01-10,A,False,True
CUST00001046,Casey Brown 1046,Small Business,Birmingham,Southeast,,C,False,True
CUST00001047,Jordan Patel 1047,Small Business,Albuquerque,Southwest,2022-05-21,A,False,True
CUST00001048,Casey Patel 1048,Small Business,Indianapolis,Midwest,,C,True,True
CUST00001049,Taylor Kim 1049,Consumer,Detroit,Midwest,2021-12-14,D,True,True
CUST00001050,Morgan Patel 1050,Consumer,Indianapolis,Midwest,,A,True,False
CUST00001051,Morgan Brown 1051,Small Business,Chicago,Midwest,2023-12-04,A,False,True
CUST00001052,Taylor Smith 1052,Enterprise,Austin,Southwest,2025-11-15,D,True,True
CUST00001053,Casey Smith 1053,Consumer,Albany,Northeast,2024-02-12,B,True,False
CUST00001054,Casey Kim 1054,Government,Columbus,Midwest,2021-03-30,B,True,True
CUST00001055,Alex Smith 1055,Small Business,Detroit,Midwest,,A,False,True
CUST00001056,Taylor Patel 1056,Enterprise,Phoenix,Southwest,,B,True,True
CUST00001057,Jordan Patel 1057,Small Business,Dallas,Southwest,,D,True,True
CUST00001058,Taylor Brown 1058,Government,Indianapolis,Midwest,,A,False,True
CUST00001059,Alex Patel 1059,Small Business,Buffalo,Northeast,,C,False,False
CUST00001060,Casey Brown 1060,Enterprise,Buffalo,Northeast,2024-06-09,C,True,False
CUST00001061,Morgan Smith 1061,Consumer,Philadelphia,Northeast,2021-11-01,A,False,True
CUST00001062,Taylor Brown 1062,Consumer,Columbus,Midwest,2021-11-13,D,False,True
CUST00001063,Morgan Smith 1063,Consumer,Boston,Northeast,,B,False,True
CUST00001064,Morgan Brown 1064,Small Business,Detroit,Midwest,,B,True,True
CUST00001065,Taylor Kim 1065,Small Business,Birmingham,Southeast,,A,True,True
